timestamp|node|log|direction|packet_id|type|_id|env_timestamp
617087|1|RecvData 003006|recv|003006|packet|6423a5ae27ad4a6b18d82d57|2023-03-29 03:02:22.891
617206|2|SendData 002015|send|002015|packet|6423a5af27ad4a6b18d82d58|2023-03-29 03:02:23.129
617327|1|RecvData 002015|recv|002015|packet|6423a5b027ad4a6b18d82d59|2023-03-29 03:02:23.371
617526|3|SendData 003007|send|003007|packet|6423a5b127ad4a6b18d82d5a|2023-03-29 03:02:23.769
617687|1|RecvData 003007|recv|003007|packet|6423a5b227ad4a6b18d82d5b|2023-03-29 03:02:24.091
617706|2|SendData 002016|send|002016|packet|6423a5b327ad4a6b18d82d5c|2023-03-29 03:02:24.129
617807|1|RecvData 002016|recv|002016|packet|6423a5b427ad4a6b18d82d5d|2023-03-29 03:02:24.331
617818|4|SendData 004001|send|004001|packet|6423a5b527ad4a6b18d82d5e|2023-03-29 03:02:24.353
618025|3|SendData 003008|send|003008|packet|6423a5b627ad4a6b18d82d5f|2023-03-29 03:02:24.767
618206|2|SendData 002017|send|002017|packet|6423a5b727ad4a6b18d82d60|2023-03-29 03:02:25.129
618318|4|SendData 004002|send|004002|packet|6423a5b827ad4a6b18d82d61|2023-03-29 03:02:25.353
618527|3|SendData 003009|send|003009|packet|6423a5b927ad4a6b18d82d62|2023-03-29 03:02:25.771
618648|1|RecvData 004001|recv|004001|packet|6423a5ba27ad4a6b18d82d63|2023-03-29 03:02:26.013
618663|1|RecvData 002017|recv|002017|packet|6423a5bb27ad4a6b18d82d64|2023-03-29 03:02:26.043
618678|1|RecvData 004002|recv|004002|packet|6423a5bd27ad4a6b18d82d65|2023-03-29 03:02:26.073
618706|2|SendData 002018|send|002018|packet|6423a5be27ad4a6b18d82d66|2023-03-29 03:02:26.129
618768|1|RecvData 002018|recv|002018|packet|6423a5bf27ad4a6b18d82d67|2023-03-29 03:02:26.253
618818|4|SendData 004003|send|004003|packet|6423a5c027ad4a6b18d82d68|2023-03-29 03:02:26.353
618888|1|RecvData 003008|recv|003008|packet|6423a5c127ad4a6b18d82d69|2023-03-29 03:02:26.493
618903|1|RecvData 003009|recv|003009|packet|6423a5c227ad4a6b18d82d6a|2023-03-29 03:02:26.523
619009|1|RecvData 004003|recv|004003|packet|6423a5c327ad4a6b18d82d6b|2023-03-29 03:02:26.735
619025|3|SendData 003010|send|003010|packet|6423a5c427ad4a6b18d82d6c|2023-03-29 03:02:26.767
619129|1|RecvData 003010|recv|003010|packet|6423a5c527ad4a6b18d82d6d|2023-03-29 03:02:26.975
619206|2|SendData 002019|send|002019|packet|6423a5c627ad4a6b18d82d6e|2023-03-29 03:02:27.129
619249|1|RecvData 002019|recv|002019|packet|6423a5c727ad4a6b18d82d6f|2023-03-29 03:02:27.215
619318|4|SendData 004004|send|004004|packet|6423a5c827ad4a6b18d82d70|2023-03-29 03:02:27.353
619489|1|RecvData 004004|recv|004004|packet|6423a5c927ad4a6b18d82d71|2023-03-29 03:02:27.695
619528|3|SendData 003011|send|003011|packet|6423a5ca27ad4a6b18d82d72|2023-03-29 03:02:27.773
619709|2|SendData 002020|send|002020|packet|6423a5cb27ad4a6b18d82d73|2023-03-29 03:02:28.135
619818|4|SendData 004005|send|004005|packet|6423a5cc27ad4a6b18d82d74|2023-03-29 03:02:28.353
620025|3|SendData 003012|send|003012|packet|6423a5cd27ad4a6b18d82d75|2023-03-29 03:02:28.767
620089|1|RecvData 003011|recv|003011|packet|6423a5ce27ad4a6b18d82d76|2023-03-29 03:02:28.895
620104|1|RecvData 003012|recv|003012|packet|6423a5cf27ad4a6b18d82d77|2023-03-29 03:02:28.925
620208|2|SendData 002021|send|002021|packet|6423a5d027ad4a6b18d82d78|2023-03-29 03:02:29.133
620209|1|RecvData 002020|recv|002020|packet|6423a5d127ad4a6b18d82d79|2023-03-29 03:02:29.135
620224|1|RecvData 004005|recv|004005|packet|6423a5d227ad4a6b18d82d7a|2023-03-29 03:02:29.165
620240|1|RecvData 002021|recv|002021|packet|6423a5d327ad4a6b18d82d7b|2023-03-29 03:02:29.197
620319|4|SendData 004006|send|004006|packet|6423a5d427ad4a6b18d82d7c|2023-03-29 03:02:29.355
620450|1|RecvData 004006|recv|004006|packet|6423a5d527ad4a6b18d82d7d|2023-03-29 03:02:29.617
620525|3|SendData 003013|send|003013|packet|6423a5d627ad4a6b18d82d7e|2023-03-29 03:02:29.767
620570|1|RecvData 003013|recv|003013|packet|6423a5d727ad4a6b18d82d7f|2023-03-29 03:02:29.857
620706|2|SendData 002022|send|002022|packet|6423a5d827ad4a6b18d82d80|2023-03-29 03:02:30.129
620810|1|RecvData 002022|recv|002022|packet|6423a5d927ad4a6b18d82d81|2023-03-29 03:02:30.337
620818|4|SendData 004007|send|004007|packet|6423a5da27ad4a6b18d82d82|2023-03-29 03:02:30.353
621025|3|SendData 003014|send|003014|packet|6423a5db27ad4a6b18d82d83|2023-03-29 03:02:30.767
621206|2|SendData 002023|send|002023|packet|6423a5dd27ad4a6b18d82d84|2023-03-29 03:02:31.129
621318|4|SendData 004008|send|004008|packet|6423a5de27ad4a6b18d82d85|2023-03-29 03:02:31.353
621411|1|RecvData 004007|recv|004007|packet|6423a5df27ad4a6b18d82d86|2023-03-29 03:02:31.539
621426|1|RecvData 002023|recv|002023|packet|6423a5e027ad4a6b18d82d87|2023-03-29 03:02:31.569
621526|3|SendData 003015|send|003015|packet|6423a5e127ad4a6b18d82d88|2023-03-29 03:02:31.769
621531|1|RecvData 003014|recv|003014|packet|6423a5e227ad4a6b18d82d89|2023-03-29 03:02:31.779
621651|1|RecvData 004008|recv|004008|packet|6423a5e327ad4a6b18d82d8a|2023-03-29 03:02:32.019
621706|2|SendData 002024|send|002024|packet|6423a5e427ad4a6b18d82d8b|2023-03-29 03:02:32.129
621818|4|SendData 004009|send|004009|packet|6423a5e527ad4a6b18d82d8c|2023-03-29 03:02:32.353
622025|3|SendData 003016|send|003016|packet|6423a5e627ad4a6b18d82d8d|2023-03-29 03:02:32.767
622076|5|SendData 005001|send|005001|packet|6423a5e727ad4a6b18d82d8e|2023-03-29 03:02:32.869
622131|1|RecvData 002024|recv|002024|packet|6423a5e827ad4a6b18d82d8f|2023-03-29 03:02:32.979
622147|1|RecvData 004009|recv|004009|packet|6423a5e927ad4a6b18d82d90|2023-03-29 03:02:33.011
622206|2|SendData 002025|send|002025|packet|6423a5ea27ad4a6b18d82d91|2023-03-29 03:02:33.129
622318|4|SendData 004010|send|004010|packet|6423a5eb27ad4a6b18d82d92|2023-03-29 03:02:33.353
622372|1|RecvData 002025|recv|002025|packet|6423a5ec27ad4a6b18d82d93|2023-03-29 03:02:33.461
622526|3|SendData 003017|send|003017|packet|6423a5ed27ad4a6b18d82d94|2023-03-29 03:02:33.769
622575|5|SendData 005002|send|005002|packet|6423a5ee27ad4a6b18d82d95|2023-03-29 03:02:33.867
622612|1|RecvData 004010|recv|004010|packet|6423a5ef27ad4a6b18d82d96|2023-03-29 03:02:33.941
622706|2|SendData 002026|send|002026|packet|6423a5f027ad4a6b18d82d97|2023-03-29 03:02:34.129
622818|4|SendData 004011|send|004011|packet|6423a5f127ad4a6b18d82d98|2023-03-29 03:02:34.353
622852|1|RecvData 002026|recv|002026|packet|6423a5f227ad4a6b18d82d99|2023-03-29 03:02:34.421
623025|3|SendData 003018|send|003018|packet|6423a5f327ad4a6b18d82d9a|2023-03-29 03:02:34.767
623075|5|SendData 005003|send|005003|packet|6423a5f427ad4a6b18d82d9b|2023-03-29 03:02:34.867
623093|1|RecvData 004011|recv|004011|packet|6423a5f527ad4a6b18d82d9c|2023-03-29 03:02:34.903
623206|2|SendData 002027|send|002027|packet|6423a5f627ad4a6b18d82d9d|2023-03-29 03:02:35.129
623318|4|SendData 004012|send|004012|packet|6423a5f727ad4a6b18d82d9e|2023-03-29 03:02:35.353
623525|3|SendData 003019|send|003019|packet|6423a5f827ad4a6b18d82d9f|2023-03-29 03:02:35.767
623576|5|SendData 005004|send|005004|packet|6423a5f927ad4a6b18d82da0|2023-03-29 03:02:35.869
623692|1|RecvData 002027|recv|002027|packet|6423a5fa27ad4a6b18d82da1|2023-03-29 03:02:36.101
623708|2|SendData 002028|send|002028|packet|6423a5fb27ad4a6b18d82da2|2023-03-29 03:02:36.133
623708|1|RecvData 004012|recv|004012|packet|6423a5fc27ad4a6b18d82da3|2023-03-29 03:02:36.133
623813|1|RecvData 002028|recv|002028|packet|6423a5fd27ad4a6b18d82da4|2023-03-29 03:02:36.343
623818|4|SendData 004013|send|004013|packet|6423a5fe27ad4a6b18d82da5|2023-03-29 03:02:36.353
623933|1|RecvData 003016|recv|003016|packet|6423a5ff27ad4a6b18d82da6|2023-03-29 03:02:36.583
623948|1|RecvData 005001|recv|005001|packet|6423a60027ad4a6b18d82da7|2023-03-29 03:02:36.613
623963|1|RecvData 003019|recv|003019|packet|6423a60127ad4a6b18d82da8|2023-03-29 03:02:36.643
624025|3|SendData 003020|send|003020|packet|6423a60327ad4a6b18d82da9|2023-03-29 03:02:36.767
624075|5|SendData 005005|send|005005|packet|6423a60427ad4a6b18d82daa|2023-03-29 03:02:36.867
624206|2|SendData 002029|send|002029|packet|6423a60527ad4a6b18d82dab|2023-03-29 03:02:37.129
624318|4|SendData 004014|send|004014|packet|6423a60627ad4a6b18d82dac|2023-03-29 03:02:37.353
624533|1|RecvData 003020|recv|003020|packet|6423a60727ad4a6b18d82dad|2023-03-29 03:02:37.783
624537|3|SendData 003021|send|003021|packet|6423a60827ad4a6b18d82dae|2023-03-29 03:02:37.791
624549|1|RecvData 005005|recv|005005|packet|6423a60927ad4a6b18d82daf|2023-03-29 03:02:37.815
624575|5|SendData 005006|send|005006|packet|6423a60a27ad4a6b18d82db0|2023-03-29 03:02:37.867
624713|2|SendData 002030|send|002030|packet|6423a60b27ad4a6b18d82db1|2023-03-29 03:02:38.143
624774|1|RecvData 003021|recv|003021|packet|6423a60c27ad4a6b18d82db2|2023-03-29 03:02:38.265
624789|1|RecvData 005006|recv|005006|packet|6423a60d27ad4a6b18d82db3|2023-03-29 03:02:38.295
624818|4|SendData 004015|send|004015|packet|6423a60e27ad4a6b18d82db4|2023-03-29 03:02:38.353
625014|1|RecvData 004013|recv|004013|packet|6423a60f27ad4a6b18d82db5|2023-03-29 03:02:38.745
625029|1|RecvData 002029|recv|002029|packet|6423a61027ad4a6b18d82db6|2023-03-29 03:02:38.775
625041|3|SendData 003022|send|003022|packet|6423a61127ad4a6b18d82db7|2023-03-29 03:02:38.799
625045|1|RecvData 004014|recv|004014|packet|6423a61227ad4a6b18d82db8|2023-03-29 03:02:38.807
625075|5|SendData 005007|send|005007|packet|6423a61327ad4a6b18d82db9|2023-03-29 03:02:38.867
625134|1|RecvData 003022|recv|003022|packet|6423a61427ad4a6b18d82dba|2023-03-29 03:02:38.985
625214|2|SendData 002031|send|002031|packet|6423a61527ad4a6b18d82dbb|2023-03-29 03:02:39.145
625319|4|SendData 004016|send|004016|packet|6423a61627ad4a6b18d82dbc|2023-03-29 03:02:39.355
625541|3|SendData 003023|send|003023|packet|6423a61727ad4a6b18d82dbd|2023-03-29 03:02:39.799
625548|6|SendData 006001|send|006001|packet|6423a61827ad4a6b18d82dbe|2023-03-29 03:02:39.813
625575|5|SendData 005008|send|005008|packet|6423a61927ad4a6b18d82dbf|2023-03-29 03:02:39.867
625615|1|RecvData 005007|recv|005007|packet|6423a61a27ad4a6b18d82dc0|2023-03-29 03:02:39.947
625630|1|RecvData 003023|recv|003023|packet|6423a61b27ad4a6b18d82dc1|2023-03-29 03:02:39.977
625713|2|SendData 002032|send|002032|packet|6423a61c27ad4a6b18d82dc2|2023-03-29 03:02:40.143
625735|1|RecvData 002031|recv|002031|packet|6423a61d27ad4a6b18d82dc3|2023-03-29 03:02:40.187
625750|1|RecvData 004016|recv|004016|packet|6423a61e27ad4a6b18d82dc4|2023-03-29 03:02:40.217
625765|1|RecvData 002032|recv|002032|packet|6423a61f27ad4a6b18d82dc5|2023-03-29 03:02:40.247
625818|4|SendData 004017|send|004017|packet|6423a62027ad4a6b18d82dc6|2023-03-29 03:02:40.353
625855|1|RecvData 005008|recv|005008|packet|6423a62127ad4a6b18d82dc7|2023-03-29 03:02:40.427
625975|1|RecvData 006001|recv|006001|packet|6423a62227ad4a6b18d82dc8|2023-03-29 03:02:40.667
625990|1|RecvData 004017|recv|004017|packet|6423a62327ad4a6b18d82dc9|2023-03-29 03:02:40.697
626041|3|SendData 003024|send|003024|packet|6423a62427ad4a6b18d82dca|2023-03-29 03:02:40.799
626048|6|SendData 006002|send|006002|packet|6423a62527ad4a6b18d82dcb|2023-03-29 03:02:40.813
626075|5|SendData 005009|send|005009|packet|6423a62627ad4a6b18d82dcc|2023-03-29 03:02:40.867
626095|1|RecvData 003024|recv|003024|packet|6423a62727ad4a6b18d82dcd|2023-03-29 03:02:40.907
626213|2|SendData 002033|send|002033|packet|6423a62827ad4a6b18d82dce|2023-03-29 03:02:41.143
626318|4|SendData 004018|send|004018|packet|6423a62927ad4a6b18d82dcf|2023-03-29 03:02:41.353
626541|3|SendData 003025|send|003025|packet|6423a62a27ad4a6b18d82dd0|2023-03-29 03:02:41.799
626549|6|SendData 006003|send|006003|packet|6423a62c27ad4a6b18d82dd1|2023-03-29 03:02:41.815
626575|5|SendData 005010|send|005010|packet|6423a62d27ad4a6b18d82dd2|2023-03-29 03:02:41.867
626717|2|SendData 002034|send|002034|packet|6423a62e27ad4a6b18d82dd3|2023-03-29 03:02:42.151
626816|1|RecvData 002033|recv|002033|packet|6423a62f27ad4a6b18d82dd4|2023-03-29 03:02:42.349
626818|4|SendData 004019|send|004019|packet|6423a63027ad4a6b18d82dd5|2023-03-29 03:02:42.353
626831|1|RecvData 006002|recv|006002|packet|6423a63127ad4a6b18d82dd6|2023-03-29 03:02:42.379
626846|1|RecvData 004018|recv|004018|packet|6423a63227ad4a6b18d82dd7|2023-03-29 03:02:42.409
626936|1|RecvData 005009|recv|005009|packet|6423a63327ad4a6b18d82dd8|2023-03-29 03:02:42.589
626951|1|RecvData 003025|recv|003025|packet|6423a63427ad4a6b18d82dd9|2023-03-29 03:02:42.619
626966|1|RecvData 005010|recv|005010|packet|6423a63527ad4a6b18d82dda|2023-03-29 03:02:42.649
627041|3|SendData 003026|send|003026|packet|6423a63627ad4a6b18d82ddb|2023-03-29 03:02:42.799
627056|6|SendData 006004|send|006004|packet|6423a63727ad4a6b18d82ddc|2023-03-29 03:02:42.829
627076|5|SendData 005011|send|005011|packet|6423a63827ad4a6b18d82ddd|2023-03-29 03:02:42.869
627221|2|SendData 002035|send|002035|packet|6423a63927ad4a6b18d82dde|2023-03-29 03:02:43.159
627318|4|SendData 004020|send|004020|packet|6423a63a27ad4a6b18d82ddf|2023-03-29 03:02:43.353
627416|1|RecvData 003026|recv|003026|packet|6423a63b27ad4a6b18d82de0|2023-03-29 03:02:43.549
627432|1|RecvData 005011|recv|005011|packet|6423a63c27ad4a6b18d82de1|2023-03-29 03:02:43.581
627537|1|RecvData 004019|recv|004019|packet|6423a63d27ad4a6b18d82de2|2023-03-29 03:02:43.791
627541|3|SendData 003027|send|003027|packet|6423a63e27ad4a6b18d82de3|2023-03-29 03:02:43.799
627552|1|RecvData 006004|recv|006004|packet|6423a63f27ad4a6b18d82de4|2023-03-29 03:02:43.821
627557|6|SendData 006005|send|006005|packet|6423a64027ad4a6b18d82de5|2023-03-29 03:02:43.831
627567|1|RecvData 002035|recv|002035|packet|6423a64127ad4a6b18d82de6|2023-03-29 03:02:43.851
627575|5|SendData 005012|send|005012|packet|6423a64227ad4a6b18d82de7|2023-03-29 03:02:43.867
627657|1|RecvData 003027|recv|003027|packet|6423a64327ad4a6b18d82de8|2023-03-29 03:02:44.031
627721|2|SendData 002036|send|002036|packet|6423a64427ad4a6b18d82de9|2023-03-29 03:02:44.159
627777|1|RecvData 006005|recv|006005|packet|6423a64527ad4a6b18d82dea|2023-03-29 03:02:44.271
627792|1|RecvData 002036|recv|002036|packet|6423a64627ad4a6b18d82deb|2023-03-29 03:02:44.301
627818|4|SendData 004021|send|004021|packet|6423a64727ad4a6b18d82dec|2023-03-29 03:02:44.353
627897|1|RecvData 005012|recv|005012|packet|6423a64827ad4a6b18d82ded|2023-03-29 03:02:44.511
628018|1|RecvData 004021|recv|004021|packet|6423a64927ad4a6b18d82dee|2023-03-29 03:02:44.753
628042|3|SendData 003028|send|003028|packet|6423a64a27ad4a6b18d82def|2023-03-29 03:02:44.801
628056|6|SendData 006006|send|006006|packet|6423a64b27ad4a6b18d82df0|2023-03-29 03:02:44.829
628075|5|SendData 005013|send|005013|packet|6423a64c27ad4a6b18d82df1|2023-03-29 03:02:44.867
628137|1|RecvData 003028|recv|003028|packet|6423a64d27ad4a6b18d82df2|2023-03-29 03:02:44.991
628221|2|SendData 002037|send|002037|packet|6423a64e27ad4a6b18d82df3|2023-03-29 03:02:45.159
628318|4|SendData 004022|send|004022|packet|6423a64f27ad4a6b18d82df4|2023-03-29 03:02:45.353
628541|3|SendData 003029|send|003029|packet|6423a65027ad4a6b18d82df5|2023-03-29 03:02:45.799
628556|6|SendData 006007|send|006007|packet|6423a65127ad4a6b18d82df6|2023-03-29 03:02:45.829
628576|5|SendData 005014|send|005014|packet|6423a65227ad4a6b18d82df7|2023-03-29 03:02:45.869
628617|1|RecvData 002037|recv|002037|packet|6423a65427ad4a6b18d82df8|2023-03-29 03:02:45.951
628633|1|RecvData 006006|recv|006006|packet|6423a65527ad4a6b18d82df9|2023-03-29 03:02:45.983
628648|1|RecvData 004022|recv|004022|packet|6423a65627ad4a6b18d82dfa|2023-03-29 03:02:46.013
628721|2|SendData 002038|send|002038|packet|6423a65727ad4a6b18d82dfb|2023-03-29 03:02:46.159
628818|4|SendData 004023|send|004023|packet|6423a65827ad4a6b18d82dfc|2023-03-29 03:02:46.353
628858|1|RecvData 002038|recv|002038|packet|6423a65927ad4a6b18d82dfd|2023-03-29 03:02:46.433
628873|1|RecvData 006007|recv|006007|packet|6423a65a27ad4a6b18d82dfe|2023-03-29 03:02:46.463
629041|3|SendData 003030|send|003030|packet|6423a65b27ad4a6b18d82dff|2023-03-29 03:02:46.799
629057|6|SendData 006008|send|006008|packet|6423a65c27ad4a6b18d82e00|2023-03-29 03:02:46.831
629078|5|SendData 005015|send|005015|packet|6423a65d27ad4a6b18d82e01|2023-03-29 03:02:46.873
629098|1|RecvData 004023|recv|004023|packet|6423a65e27ad4a6b18d82e02|2023-03-29 03:02:46.913
629218|1|RecvData 005013|recv|005013|packet|6423a65f27ad4a6b18d82e03|2023-03-29 03:02:47.153
629221|2|SendData 002039|send|002039|packet|6423a66027ad4a6b18d82e04|2023-03-29 03:02:47.159
629233|1|RecvData 003029|recv|003029|packet|6423a66127ad4a6b18d82e05|2023-03-29 03:02:47.183
629249|1|RecvData 005014|recv|005014|packet|6423a66227ad4a6b18d82e06|2023-03-29 03:02:47.215
629319|4|SendData 004024|send|004024|packet|6423a66327ad4a6b18d82e07|2023-03-29 03:02:47.355
629338|1|RecvData 002039|recv|002039|packet|6423a66427ad4a6b18d82e08|2023-03-29 03:02:47.393
629354|1|RecvData 006008|recv|006008|packet|6423a66527ad4a6b18d82e09|2023-03-29 03:02:47.425
629541|3|SendData 003031|send|003031|packet|6423a66627ad4a6b18d82e0a|2023-03-29 03:02:47.799
629556|6|SendData 006009|send|006009|packet|6423a66727ad4a6b18d82e0b|2023-03-29 03:02:47.829
629575|5|SendData 005016|send|005016|packet|6423a66827ad4a6b18d82e0c|2023-03-29 03:02:47.867
629652|7|SendData 007001|send|007001|packet|6423a66927ad4a6b18d82e0d|2023-03-29 03:02:48.021
629729|2|SendData 002040|send|002040|packet|6423a66a27ad4a6b18d82e0e|2023-03-29 03:02:48.175
629818|4|SendData 004025|send|004025|packet|6423a66b27ad4a6b18d82e0f|2023-03-29 03:02:48.353
629819|1|RecvData 004024|recv|004024|packet|6423a66c27ad4a6b18d82e10|2023-03-29 03:02:48.355
629834|1|RecvData 006009|recv|006009|packet|6423a66d27ad4a6b18d82e11|2023-03-29 03:02:48.385
629849|1|RecvData 002040|recv|002040|packet|6423a66e27ad4a6b18d82e12|2023-03-29 03:02:48.415
629939|1|RecvData 003031|recv|003031|packet|6423a66f27ad4a6b18d82e13|2023-03-29 03:02:48.595
629954|1|RecvData 005016|recv|005016|packet|6423a67027ad4a6b18d82e14|2023-03-29 03:02:48.625
630041|3|SendData 003032|send|003032|packet|6423a67127ad4a6b18d82e15|2023-03-29 03:02:48.799
630056|6|SendData 006010|send|006010|packet|6423a67227ad4a6b18d82e16|2023-03-29 03:02:48.829
630075|5|SendData 005017|send|005017|packet|6423a67327ad4a6b18d82e17|2023-03-29 03:02:48.867
630153|7|SendData 007002|send|007002|packet|6423a67427ad4a6b18d82e18|2023-03-29 03:02:49.023
630229|2|SendData 002041|send|002041|packet|6423a67527ad4a6b18d82e19|2023-03-29 03:02:49.175
630319|4|SendData 004026|send|004026|packet|6423a67627ad4a6b18d82e1a|2023-03-29 03:02:49.355
630541|3|SendData 003033|send|003033|packet|6423a67727ad4a6b18d82e1b|2023-03-29 03:02:49.799
630556|6|SendData 006011|send|006011|packet|6423a67827ad4a6b18d82e1c|2023-03-29 03:02:49.829
630575|5|SendData 005018|send|005018|packet|6423a67927ad4a6b18d82e1d|2023-03-29 03:02:49.867
630652|7|SendData 007003|send|007003|packet|6423a67a27ad4a6b18d82e1e|2023-03-29 03:02:50.021
630729|2|SendData 002042|send|002042|packet|6423a67b27ad4a6b18d82e1f|2023-03-29 03:02:50.175
630780|1|RecvData 007001|recv|007001|packet|6423a67d27ad4a6b18d82e20|2023-03-29 03:02:50.277
630794|1|RecvData 003032|recv|003032|packet|6423a67e27ad4a6b18d82e21|2023-03-29 03:02:50.305
630810|1|RecvData 005017|recv|005017|packet|6423a67f27ad4a6b18d82e22|2023-03-29 03:02:50.337
630820|4|SendData 004027|send|004027|packet|6423a68027ad4a6b18d82e23|2023-03-29 03:02:50.357
630900|1|RecvData 004025|recv|004025|packet|6423a68127ad4a6b18d82e24|2023-03-29 03:02:50.517
630915|1|RecvData 006010|recv|006010|packet|6423a68227ad4a6b18d82e25|2023-03-29 03:02:50.547
630930|1|RecvData 002041|recv|002041|packet|6423a68327ad4a6b18d82e26|2023-03-29 03:02:50.577
631020|1|RecvData 007003|recv|007003|packet|6423a68427ad4a6b18d82e27|2023-03-29 03:02:50.757
631044|3|SendData 003034|send|003034|packet|6423a68527ad4a6b18d82e28|2023-03-29 03:02:50.805
631060|6|SendData 006012|send|006012|packet|6423a68627ad4a6b18d82e29|2023-03-29 03:02:50.837
631075|5|SendData 005019|send|005019|packet|6423a68727ad4a6b18d82e2a|2023-03-29 03:02:50.867
631152|7|SendData 007004|send|007004|packet|6423a68827ad4a6b18d82e2b|2023-03-29 03:02:51.021
631229|2|SendData 002043|send|002043|packet|6423a68927ad4a6b18d82e2c|2023-03-29 03:02:51.175
631318|4|SendData 004028|send|004028|packet|6423a68a27ad4a6b18d82e2d|2023-03-29 03:02:51.353
631541|3|SendData 003035|send|003035|packet|6423a68b27ad4a6b18d82e2e|2023-03-29 03:02:51.799
631564|6|SendData 006013|send|006013|packet|6423a68c27ad4a6b18d82e2f|2023-03-29 03:02:51.845
631575|5|SendData 005020|send|005020|packet|6423a68d27ad4a6b18d82e30|2023-03-29 03:02:51.867
631652|7|SendData 007005|send|007005|packet|6423a68e27ad4a6b18d82e31|2023-03-29 03:02:52.021
